anzsco_code,occupation,task
2114,Visual Arts and Crafts Professionals,Mixing glazing materials and applying glazes to dried pottery by dipping and painting
2114,Visual Arts and Crafts Professionals,Placing finished and decorated pieces in kilns
2114,Visual Arts and Crafts Professionals,"Sketching designs of proposed sculptures, and making wax and plaster models"
2114,Visual Arts and Crafts Professionals,"Devising forms from metal using welding and metalworking equipment, and from stone using masonry tools"
2114,Visual Arts and Crafts Professionals,Carving and forming materials to desired shape using hand and power tools
2121,"Artistic Directors, Media Producers and Presenters","Managing artistic and media productions to meet quality, cost and timing specifications"
2121,"Artistic Directors, Media Producers and Presenters",Formulating and developing organisations' artistic policies and selecting and planning organisations' artistic programs
2121,"Artistic Directors, Media Producers and Presenters",Hiring and managing artistic staff
2121,"Artistic Directors, Media Producers and Presenters","Controlling the use of media production facilities such as studios and editing equipment, stage and film equipment and rehearsal time"
2121,"Artistic Directors, Media Producers and Presenters","Directing the formulation of media production strategies, policies and plans"
2121,"Artistic Directors, Media Producers and Presenters","Introducing programs, music, entertainment items, guests and celebrities"
2121,"Artistic Directors, Media Producers and Presenters","Preparing and reading news bulletins, making special announcements and providing commentary for sports and other events"
2121,"Artistic Directors, Media Producers and Presenters","Presenting opinions on sports, politics, and social and economic matters"
2121,"Artistic Directors, Media Producers and Presenters","Researching, investigating and compiling stories and programs"
2122,"Authors, and Book and Script Editors","Creating and developing ideas and themes for written works, such as novels, plays, musicals, screen productions, educational texts, information texts and multimedia products"
2122,"Authors, and Book and Script Editors","Researching subject matter through original and secondary materials, interviews and other media"
2122,"Authors, and Book and Script Editors","Planning, organising and writing material"
